with_clust5_REL	wo_clust5_REL
0.0	0.00332225913621
0.212624584718	0.00332225913621
0.179401993355	0.0
0.548172757475	0.53488372093
0.548172757475	0.00332225913621
0.172757475083	0.229235880399
0.132890365449	0.0166112956811
0.0199335548173	0.0199335548173
0.172757475083	0.215946843854
0.0897009966777	0.215946843854
0.215946843854	0.00996677740864
0.00996677740864	0.0232558139535
0.0996677740864	0.594684385382
0.24584717608	0.126245847176
0.126245847176	0.00664451827243
0.0897009966777	0.0232558139535
0.00996677740864	0.00664451827243
0.00332225913621	0.00664451827243
0.235880398671	0.0564784053156
0.102990033223	0.00332225913621
0.146179401993	0.0
0.126245847176	0.00664451827243
0.724252491694	0.00332225913621
0.116279069767	0.00332225913621
0.0	0.0
0.0365448504983	0.0132890365449
0.0299003322259	0.0132890365449
0.335548172757	0.0166112956811
0.661129568106	0.0
0.252491694352	0.00996677740864
0.0166112956811	0.0
0.093023255814	0.292358803987
0.0132890365449	0.00664451827243
0.0	0.14950166113
0.0764119601329	0.235880398671
0.00332225913621	0.0132890365449
0.0166112956811	0.0199335548173
0.0166112956811	0.00664451827243
0.109634551495	0.0232558139535
0.0	0.388704318937
0.0132890365449	0.498338870432
0.00332225913621	0.00332225913621
0.116279069767	0.0232558139535
0.0	0.00664451827243
0.00664451827243	0.00664451827243
0.0	0.176079734219
0.00332225913621	0.0
0.0	0.0
0.0	0.00664451827243
0.00996677740864	0.00664451827243
0.0730897009967	0.12292358804
0.0730897009967	0.00664451827243
0.00664451827243	0.00664451827243
0.627906976744	0.00332225913621
0.152823920266	0.0199335548173
0.00332225913621	0.0299003322259
0.0797342192691	0.212624584718
0.375415282392	0.0199335548173
0.0	0.222591362126
0.0232558139535	0.0
0.00996677740864	0.0132890365449
0.00664451827243	0.0
0.0	0.0232558139535
0.0564784053156	0.0166112956811
0.00332225913621	0.0265780730897
0.00332225913621	0.129568106312
0.0	0.00332225913621
0.0	0.00332225913621
0.126245847176	0.0
0.345514950166	0.0299003322259
0.348837209302	0.00664451827243
0.063122923588	0.00332225913621
0.046511627907	0.00332225913621
0.242524916944	0.00332225913621
0.169435215947	0.0166112956811
0.0598006644518	0.790697674419
0.0598006644518	0.78073089701
0.00996677740864	0.0564784053156
0.00664451827243	0.00664451827243
0.0664451827243	0.119601328904
0.0199335548173	0.0
0.225913621262	0.00996677740864
0.00664451827243	0.225913621262
0.0	0.00996677740864
0.00332225913621	0.0
0.0299003322259	0.0
0.0132890365449	0.0
0.00996677740864	0.0
0.528239202658	0.0
0.00664451827243	0.0
0.102990033223	0.358803986711
0.0166112956811	0.0531561461794
0.0	0.0
0.0	0.00332225913621
0.00332225913621	0.0
0.0	0.0166112956811
0.0	0.0
0.0132890365449	0.0498338870432
0.0332225913621	0.0265780730897
0.0332225913621	0.0166112956811
0.0232558139535	0.00332225913621
0.00664451827243	0.00664451827243
0.0	0.00332225913621
0.0	0.0
0.0	0.0697674418605
0.0	0.0132890365449
0.14950166113	0.00664451827243
0.00332225913621	0.00664451827243
0.00664451827243	0.00664451827243
0.0664451827243	0.0598006644518
0.0664451827243	0.0398671096346
0.00332225913621	0.00996677740864
0.196013289037	0.0265780730897
0.14950166113	0.136212624585
0.215946843854	0.139534883721
0.401993355482	0.00996677740864
0.0	0.0299003322259
0.00332225913621	0.0232558139535
0.112956810631	0.00332225913621
0.112956810631	0.0132890365449
0.00996677740864	0.00996677740864
0.0598006644518	0.0299003322259
0.0132890365449	0.0
0.00996677740864	0.00332225913621
0.199335548173	0.00664451827243
0.196013289037	0.0531561461794
0.0996677740864	0.272425249169
0.00332225913621	0.00664451827243
0.00664451827243	0.00996677740864
0.0764119601329	0.00996677740864
0.00664451827243	0.00664451827243
0.00332225913621	0.0232558139535
