	"with_clust1"	"with_clust2"	"with_clust3"	"with_clust4"	"with_clust5"	"wo_clust1"	"wo_clust2"	"wo_clust3"	"wo_clust4"	"wo_clust5"
"MA0137.3.STAT1"	-1.79364908778908e-14	-1.79364908778908e-14	9.03152942987722e-11	-1.79364908778908e-14 4.55829878843928e-11	-1.79364908778908e-14	-1.79364908778908e-14	0.00748975502634914	0.78397187845799	4.4732788154639
"UP00024_1_Glis2_primary"	0.627638158652674	3.1462663955968	0.817378172038313	1.74621988188109	1.54219029982084	7.74190621760979e-06	-1.79364908778908e-14	3.89072381294665e-12	-1.79364908778908e-14	-1.79364908778908e-14
"MA0461.1.Atoh1"	1.83226991831174	1.16865647567976	8.37540907259543	1.53577433089969	5.77251721521904	0.449563054930651	1.86876727100357	6.46237562544826	6.53983676596533	13.3840468303086
"UP00047_1_Zbtb7b_primary"	2.20942619854641	1.88482827889421	0.00197074781960077	3.89627756037445	2.09442979543183	0.0306273207170355	-1.79364908778908e-14	-1.79364908778908e-14	-1.79364908778908e-14	3.18952465613266e-06
"MA0150.2.Nfe2l2"	0.000251167109256612	-1.79364908778908e-14	3.08279245219409	0.318198495634119	12.6466660665786	1.82970180127694	0.409839959693756	13.3840468303086	8.13760922767841	13.3840468303086
"UP00003_1_E2F3_primary"	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	3.65075728009126	13.3840468303086	13.3840468303086	13.3840468303086
"MA0492.1.JUND.var.2"	0.0181769483054283	-1.79364908778908e-14	8.50633258247488e-13	-1.79364908778908e-14	-1.79364908778908e-14	0.0340226506933107	0.551000237260871	6.13796591894442	2.18363696918148	11.3506663161703
"UP00020_1_Atf1_primary"	4.91044902290647	4.05804366923934	11.4201067524864	13.3840468303086	3.19418063300008	8.84660842575939	1.19484738510781	12.1470547421223	13.3840468303086	13.3840468303086
"UP00103_1_Jundm2_primary"	3.54672599737121	2.65041163024663	7.99581558456741	13.3840468303086	4.56721152918554	6.85334004572307	3.06909157793189	11.7933415898584	11.1151368636015	13.3840468303086
"MA0105.3.NFKB1"	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	0.271384115331226	7.35997516645964	10.5913840738206	10.5952077838486	13.3840468303086
"MA0501.1.NFE2::MAF"	-1.79364908778908e-14	-1.79364908778908e-14	0.496312975121401	-1.79364908778908e-14	9.27348608118084	2.81188560344088	0.000411228159888291	10.848415877744	4.57173451517313	13.3840468303086
"MA0003.2.TFAP2A"	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	12.8576797571828	4.96131785180027	7.74633424877026	13.3840468303086	13.3840468303086
"MA0117.1.Mafb"	4.47032964898501	3.86448079053606	13.3840468303086	13.3840468303086	13.0575127669812	12.41828389784	1.97865785363113	11.8607480032784	13.3840468303086	13.3840468303086
"MA0522.1.Tcf3"	0.48846552897387	3.8971844177056	13.3840468303086	11.0678622217017	13.3840468303086	1.80449961997383	2.00040816611529	6.52129516830395	5.99167275265167	13.3840468303086
"MA0478.1.FOSL2"	1.10640473601713	4.96829343207779e-06	13.3840468303086	0.00171151008846664	13.3840468303086	5.64145815862969	3.32076232324268	13.3840468303086	13.3840468303086	13.3840468303086
"MA0101.1.REL"	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	13.3840468303086	1.92450938936489	1.69540016655995	7.13892466176005	13.3840468303086	13.3840468303086
"MA0518.1.Stat4"	-1.79364908778908e-14	-1.79364908778908e-14	-1.79364908778908e-14	-1.79364908778908e-14	1.00639488334164e-07	-1.79364908778908e-14	-1.79364908778908e-14	0.363281302657882	0.283696524461291	5.95345533134285
